Semester,Instructor,Department,CourseNumber,CourseType,CourseName,CourseDivision,ActiveFlag,LabFee,Credits,CourseDescription
SP-24,"Kiley, Dennis",HS,1112,I,"EcoPsychology for Healing, Health, and Resilience",,TRUE,0,1,"We live in times of pervasive suffering; this includes our climate crisis, social divides, and growing mental health crises. People are looking for understanding and solutions. Such instructive guidance can be found in the field of ecopsychology. Integrating timeless lessons from our planet with the contemporary knowledge of psychology provides pathways we need for healing, resilience and healthy solutions. The benefits apply individually, collectively and ecologically.

This class will provide students with an introduction to three interdependent fields: climate psychology, ecotherapy and psychological biomimicry. Within these frameworks, participants will explore empirically proven ecopsychological principles, perspectives and practices with broad applicability. This exploration will provide foundations for understanding the psychological roots of many human struggles, as well as strategies for meaningful, systemic change. As part of this interdisciplinary course, students will explore related fields of systems theory, mental health, nature therapy, forest bathing, communications and leadership.

The curriculum each week will include experiential activities, readings, personal reflections and discussion. Students will be encouraged to explore multiple ways of learning and knowing, including diverse applications of course material. Furthermore, each participant will have a turn to develop and facilitate group learning inquiries based on readings and course subject matter. Evaluations will be based on attendance, class participation, reading responses, comprehension of the material and a final project of their choosing.

Level: Introductory. Prerequisites: None.  Class limit: 15.  Lab fee: None.  Meets the following degree requirements: None."
SP-24,"Lakey, Heather",HS,1097,I,Buddhist Philosophies,HS,TRUE,25,1,"What is the nature of self? What is the nature of mind? Why do we suffer? What is enlightenment? This course introduces students to the foundations of Buddhist philosophy and practice. Buddhism encompasses a variety of different traditions, teachings, practices, and goals. In this class, we will adopt a philosophical perspective to explore a range of Buddhist thinking on topics such as reality, consciousness, nothingness, and ethical conduct. 

We will begin by reading Asvagho?a's Buddhacarita, which tells the story of Siddhartha Gautama, the historical Buddha. Next, we will study the Theravada, Buddhism's foundational structure, and then proceed to explore the later Mahayana teachings. This course will study primary literature, including excerpts from the Pali Canon and several Mahayana sutras, alongside selections from contemporary thinkers such as Thích Nhat Hanh, angel Kyodo williams, and Pema Chödrön. Along the way, we will discuss suffering (dukkha), emptiness (suññata), impermanence (anicca), non-self (anatta), interdependence or dependent uprising (pa?iccasamuppada), desire (tanha), the four noble truths, the eightfold path, liberation and enlightenment (nibbana), action and causation (kamma), wisdom (pañña), compassion (karuna and bodhicitta), and our responsibilities to other beings. 

Although this course primarily focuses on Buddhist theory and Buddhist texts, students will be briefly introduced to different meditation and mindfulness practices through a series of guest speakers and a weekend visit to the Morgan Bay Zendo in Surry, Maine. This course will be conducted in seminar style with an emphasis on class participation. No prior background in Buddhism or philosophy is required. Course requirements include class participation, weekly writing assignments, a midterm essay, and a final project.

Level: Introductory. Prerequisites: None.  Class limit: 12. Lab fee: None. Meets the following degree requirements: HS."
SP-24,"Letcher, Susan",MD,3013,M,Sheep to Shawl,,TRUE,100,1,"Sheep play profoundly important roles in human societies. This course is a human ecological exploration of sheep and wool, combined with a hands-on component in which we will work with sheep and learn fiber arts. This class will meet for one studio session and two lecture/discussion sections per week, plus at least one Saturday field trip. In the studio sessions, we will study sheep husbandry through visits to Peggy Rockefeller Farm, and learn a variety of techniques for working with wool, from the preparation (shearing, washing, and carding) to spinning and working with yarn (including knitting, crochet, and weaving). The lecture/discussion sessions will cover topics such as the ecological impacts of sheep in different parts of the world, the physics of spinning and the chemistry of dyes, and the symbolism of sheep in the mythology of different cultures. The course will draw on a wide range of material and intellectual approaches, with sheep and wool as the unifying theme. Students will be evaluated based on participation, short written assignments, and a final oral presentation. 

No prior knowledge of fiber craft is necessary, but students who come in knowing one of the basic techniques may be able to explore advanced techniques like lacework or design in three dimensions. Students should meet with the instructor before spring break to discuss goals and equipment needs for the studio sessions. Some basic supplies will be provided, but students should plan to purchase additional equipment such as knitting needles depending on the projects that they choose.

Level: Intermediate.  Prerequisites: Permission of instructor.  Class limit: 10.  Lab fee: $100. Meets the following degree requirements: None."
SP-24,"Letcher, Susan",ES,1081,I,Plants and People: Economic Botany,ES,TRUE,0,1,"This class offers an introduction to plant biology centered around plants that are useful to human societies. We will explore plant anatomy, physiology, evolution, and ecology through case studies involving plants that are useful to humans. Through lectures, readings, and discussions, students will gain a rich understanding of how plants function and how human societies depend on them in myriad ways. We will cover universal and familiar uses of plants such as food, building materials, and textiles, as well as less widely practiced uses including arrow poisons, lacquers, and living fences. We will discuss the origins of agriculture and methods of plant breeding, as well as the biogeographical history of important cultivated plant lineages. The focus will be on plants and our uses for them, but we will also discuss ethical concerns surrounding practices like bioprospecting and ex situ conservation. Students will be evaluated on participation and the successful completion of two presentations and a research paper.

Level: Introductory.  Prerequisites: None. Class Limit: 20. Lab fee: none. Meets the following degree requirements: ES"
SP-24,"Hess, Helen
Little-Siebold, Todd",MD,3016,M,"Origins: History, Genetics, and Memory",,TRUE,0,1,"Families are a touchstone of many people’s identity, and stories about where we come from and who came before us are often key ways of orienting ourselves and understanding who we are. Storytelling, documentary and photographic collections, and other methods of preserving memories serve as the very concrete ways that many of us come to learn about our immediate family and our ancestors. New techniques of genetic testing provide a method that can contribute to that understanding and in some cases fill in blanks left about ancestors and provide a new source of stories in addition to those passed along from generation to generation. Recreational DNA testing can also provoke discussion about how to make sense of the genetic stories revealed and how they mesh with or challenge people’s sense of themselves. This class will explore the traditional methods of collecting family histories (oral history, genealogical research) and recreational genetic testing as a point of entry into complex issues around history, memory, ethics, race and the role of new technologies. Students will learn the basic skills of doing genealogical research as well as develop an understanding of the strengths and limitations of human genetic testing, which can reveal our shared history as well as our differences. Evaluation will be based on class participation, short assignments, and a final project. The expectations surrounding the final project explain why this course is designated as intermediate even though there are no specific pre-requisites. Students will be expected to conceptualize, plan and carry out their own projects, and they will be evaluated on their ability to self-direct, seek feedback and complete those projects. This class is appropriate for a wide range of students with diverse interests concerning identity and history.

Level: Intermediate. Prerequisite: None. Class limit: 15. Lab fee: None. Meets the following degree requirements: None."
SP-24,"Longsworth, Gordon",HS,2020,IM,Geographic Information Systems I: Foundations & Applications,,TRUE,75,1,"Ever-rising numbers of people and their impact on the Earth's finite resources could lead to disaster, not only for wildlife and ecosystems but also for human populations. As researchers gather and publish more data, GIS becomes vital to graphically revealing the inter-relationships between human actions and environmental degradation. Much of what threatens the earth and its inhabitants is placed-based. Solutions require tools to help visualize these places and prescribe solutions.  This is what GIS is about. Built on digital mapping, geography, databases, spatial analysis, and cartography, GIS works as a system to enable people to better work together using the best information possible. For these reasons, some level of competency is often expected for entry into many graduate programs and jobs, particularly in natural resources, planning and policy, and human studies. The flow of this course has two tracts, technical and applied. The course begins with training in the basics of the technology. Then, skills are applied to projects that address real-world issues. Project work composes the majority of course work and each student has the opportunity to develop their own project. Because GIS provides tools to help address many kinds of issues, GIS lends itself well to the theory of thinking globally and acting locally. Projects often utilize the extensive data library for the Acadia region developed by students since the lab was founded in 1988. The GIS Lab acts as a service provider to outside organizations and students can tap into the resources of a broad network of groups and individuals working towards a more sustainable future. Course evaluations are partially based on the on-time completion of exercises and problem sets. Most of the evaluation is based on critique of student independent final project work and related documentation.

Level:  Introductory/Intermediate,   Pre-requisites: Basic computer literacy.  Class Limit: 10.  Lab Fee: $75. Meets the following degree requirements: None."
SP-24,"Lyon, Heather",AD,1076,I,The Stitched Mark: Contemporary Embroidery,,TRUE,25,1,"In this course we will explore embroidery, the stitched mark, as a drawing tool. Focus will be on individual expressive mark making and content building. Basic embroidery stitches will be taught and no experience is necessary. Embroidery can be loose and fast or a slow precise process. We will use cotton embroidery floss and yarn to stitch onto up-cycled or surplus and salvaged fabric creating meaning through image, surface, texture, form, and narrative. Fabric as an embroidery surface is pliable and easily transformed into dimensional forms allowing our work to move into the realms of sculpture and installation. Students will be encouraged to develop their own stitched visual language culminating in a final project. We will look at the work of contemporary artists using embroidery as part of their practice as well makers in an art/craft historical context. Stitch making as creative meaning making spans all cultures and times. Students will be evaluated based on class participation, in class assignments, out of class assignments, and a final project.

Level: Introductory. Prerequisites: None.  Class limit: 12. Lab fee: $25.  Meets the following degree requirements: None."
SP-24,"MacDonald, Richard",ES,1016,I,Ornithology,ES,TRUE,75,1,"The study of ornithology is as old as human society itself.  Birds are particularly conspicuous elements of our world, and figure prominently in our art, religious symbolism, mythology, scientific endeavors and even sport.  Birds appear in European paleolithic cave paintings from 14,000 years ago, domesticated fowl are known from India circa 3000 BC, and ancient scholars such as Aristotle and Pliny the Elder devoted considerable time to ornithological observations.  In this century great strides have been made in the study of population biology and ecology, navigation and migration, and human induced ecological change (sometimes called human ecology), all through the study of birds. This class introduces the student to the ornithological world by using both scientific literature and direct field observation.  Systematics and physiology will be reviewed, but much of our effort will concentrate on reproductive ecology, behavior and the environment, and population dynamics.  There will be a strong emphasis on field observation - learning how to look at birds and their behavior in order to perhaps make larger observations about their environment.

Level: Introductory.  Prerequisites: None.  Class limit: 12. Lab fee: $75. Meets the following degree requirements: ES"
SP-24,"Mahoney, Daniel",HS,1049,I,Introduction to Latin American Literature: 20th C Fiction,HS,TRUE,0,1,"From the metaphysical landscapes of Jorge Luis Borges and Julio Cortázar to the alienated anti-cities of María Louisa Bombal and Gabriel García Márquez, Latin American fiction writers expanded the shores of narrative and, in doing so, illustrated the power of language to create and define reality.  In the ""Boom"" years (roughly 1950s-1980s), Latin American novelists sought to create books that, while being worlds unto themselves, richly illustrated the complex history of the Americas.   These are works of origins, colonization, exploitation, brutality, magic, love, loss, and struggles to survive. The ""Post Boom"" novelists looked to class struggle, the power structures of gender relationships, and urban poverty in order to weave new narratives and ways of seeing the postcolonial world.  As an introductory course, we will familiarize ourselves with the varied landscapes of Latin American fiction.  We will learn to analyze and understand literary works in historical and cultural context.  We will look to the words of: Borges, Cortázar, Bombal, Márquez, Bolaño, Allende, Donoso, Valenzuela, Rulfo, and Arriaga to aid us on our journey.  Students will be evaluated on completion of a midterm essay,  a final project, and class participation.

Level:  Introductory.  Prerequisites: none. Class limit: 15  Lab Fee: none.  Meets the following degree requirements: HS"
SP-24,"McKown, Jamie",HS,3032,M,The Cold War: Early Years,HS HY,TRUE,0,1,"This course provides a broad historical overview of the early years of the “Cold War” period that shaped global politics generally and American foreign policy specifically. Beginning in the 1940’s and leading up to Richard Nixon's election in 1968 we will examine the diplomatic relationship between the United States and the Soviet Union and how this relationship has impacted state actors, economic policies, cultural production, and conceptions of identity. While there will be a heavy focus on traditional state-level diplomatic history, students will also explore a broad array of methodological approaches. Class sessions will include a mix of traditional lecture formats, class discussion, and outside presentations. An evening lab is scheduled in order to screen a variety of cultural artifacts from the various periods we will cover. The primary goal is to give students an intensive 10-week crash course into key events, concepts, figures, etc.. that defined the early decades of Cold War diplomacy. At the same time there is also time allocated for students to explore their own independent research interests. Given the far-reaching force of Cold War politics into everyday life, individuals with widely varying academic interests will find the course informative and productive. Evaluation will be based on a mix of class participation, individual research assignments, and exams. All students, regardless of their backgrounds, previous coursework, or interests are welcome. 

Level: Intermediate. Prerequisites: None. Class limit: 30. Lab fee: none. Meets the following degree requirements: HY HS"
SP-24,"Morse, Suzanne",ES,1055,LAB,Biology: Form and Function Lab,,TRUE,0,0,
SP-24,"Morse, Suzanne",ES,1054,I,Biology: Form and Function,ES,TRUE,40,1,"This is one half of a 20-week, two-term introductory course in biology, providing an overview of the discipline and prerequisite for many intermediate and advanced biology courses. The course will emphasize biological structures at the level of whole organisms and organs and their role in the survival and reproduction of individuals and the evolution of populations . We will explore principles of evolution, classification, anatomy and physiology, epidemiology, behavior, and basic ecology. The primary focus of the course is on vertebrate animals and vascular plants, but we will make forays into other phylogenetic lineages at intervals. Weekly field and laboratory studies introduce students to the local range of habitats and a broad array of protists, plants, and animals. Attendance at two lectures and one lab each week is required; course evaluation is based on class participation, exams, preparation of a lab/field notebook, and a presentation. It should be stressed that this course emphasizes the unity of the organism within its environment. Ideally students will subsequently enroll in Biology:Cells and Molecules in order to further their exploration of issues in a more reductionist form, but neither course is a pre-requisite for the other. 

Level: Introductory. Prerequisites: None. Binoculars and a good pair of walking boots strongly advised. Class Limit: None. Lab Fee: $40. Meets the following degree requirements: ES."
SP-24,"Morse, Suzanne",ES,1014,I,Gardens and Greenhouses:Theory/Practice of Organic Gardening,ES,TRUE,25,1,"This class offers a good foundation of knowledge for a gardener to begin the process of organic gardening, as well as an understanding of what defines organic gardening.  The information presented focuses on soil fertility and stewardship, the ecology of garden plants, soil and insects, and practical management of the above.  The garden is presented as a system of dynamic interactions.  Emphasis is given to vegetable crops and soil fertility.  Laboratories include soil analysis, tree pruning, seedling establishment, weed and insect identification, garden design, covercropping, composting, and reclamation of comfrey infested area.  Evaluations are based on participation in class and lab, written class work, exam, and final individual garden design.

Level:  Introductory.  Pre-requisite: Permission of the Instructor. Class limit: 15.  Lab fee: $25.  Meets the following degree requirements: ES"
SP-24,"Muller, Brook",AD,2045,IM,"Water, Design, and Environmental Futures",AD,TRUE,0,1,"This course investigates an ecological design approach that centers on water and water systems as a means of achieving community development goals in an equitable and environmentally responsive manner. Participants will investigate contemporary water challenges facing communities (the combination of which varies from location to location): scarcity, poor water quality, downstream ecological impacts associated with processes of urbanization, climate change and sea level rise, and others. We will examine and reframe these challenges through the lens of the “hydro-social,” a term geographers use to describe how cultural perspectives shape our relationships to water (in other words, water is more than simply H2O). Through use of case study project examples, we will explore how combinations of age-old (premodern and vernacular) water systems design strategies and cutting-edge approaches can lead to projects of greater resilience, ecological responsiveness, beauty, and civic identity than more conventional, engineered, “end-of-pipe” solutions. We will lastly explore how these strategies might apply to a case study watershed that we will investigate in the last portion of the class. The course does not require previous experience in design; rather it is intended to engender greater awareness of how systems-based design thinking can allow us to address contemporary hydro-social challenges holistically. Evaluations will be based on participation and sustained engagement with course content; responses to this material in the form of short, illustrated essays that combine written narratives with simple diagrams, photographs, and sketches; analysis of case study projects through a framework we will introduce in the first part of the class; and a “final synthesis” assignment that involves speculating about the application of strategies and approaches discussed throughout the class to the case study watershed.

Level: Introductory/Intermediate. Prerequisites: None.  Class limit: 16.  Lab fee: None.  Meets the following degree requirements: AD."
SP-24,"Muller, Brook",AD,4047,MA,Design Research Studio: Campus Paths,ADS,TRUE,100,1,"Participants in this studio course will examine the CoA campus path system from the standpoint of mobility, access, and landscape narrative. We will examine the path system as it exists as a physical artifact and the access and safety challenges associated with it (abrupt grade changes, inadequate lighting, etc.). We will also conduct research to uncover stories about the landscape history and landscape spaces on campus that might be curated to tell a rich story about this unique place, how it transformed over time, the ecology and biotic communities that are present, and some of the forces that might affect its future (climate change for example). Student teams will be led through a process to develop visions for the future of the campus path system, building on what already exists, and that synthesize technical parameters (associated with improved access through regrading for example) and qualitative and experiential dimensions of the path network experience. The goal will be to utilize these design visions to inform a campus-wide conversation as to what a better functioning, more equitable and more indelibly memorable campus path system could look like and be achieved. Given the focus on design and emphasis on an iterative process that will entail making drawings of paths and landscape features, the class is best suited for students with artistic/graphic backgrounds including drawing experience. Evaluations will be based on participation and sustained engagement with course content, responses to this material in the form of short, illustrated essays that combines notes and simple diagrams, photographs, and sketches, and commitment to an iterative process centering on use of drawings to convey information about existing spatial conditions and to project what these path spaces might look like in the future.

Level: Intermediate/Advanced. Prerequisites: None.  Class limit: 12.  Lab fee: $100.  Meets the following degree requirements: ADS."
SP-24,"Petersen, Christopher",ES,3065,M,Molecular Genetics Workshop,,TRUE,0,0,"This workshop teaches students how to apply and use a variety of molecular genetic and cellular laboratory techniques at Mount Desert Island Biological Laboratory.  Students learn how to do basic molecular genetic techniques, including some subset of DNA extraction, RNA extraction, PCR, RT-PCR, cloning, and bioinformatics. Students work on how to carry out a research design around a specific question, how to carry out the research and interpret results. The material will be taught around a research question that the group will work on for a one-week period over spring break.  The course is taught by various MDIBL research staff. Successful completion of the workshop requires attendance for the entire week.  

Level: Intermediate.  Prerequisites:  One class in cellular and molecular biology (Biology: Cellular Processes of Life counts) or genetics, and permission of instructors.  Class limit: 12.  Lab fee: none. Meets the following degree requirements: none."
SP-24,"MacGregor, Megan 
Piekut, Jill",HS,1113,I,Queer Archives: People & Processing,,TRUE,20,1,"Where do we get our history from, and who gets to tell it? In this course, we will be examining this question through LGBTQIA+ history and the practices that ensure its preservation.

Students will use primary and secondary sources about local and national Queer history to explore the interdisciplinary fields of archives, public history, and memory work and develop new knowledge of Queer history through community-based projects.

Students will reflect upon readings, engage with primary source materials, and practice hands-on technical skills such as archival appraisal, arrangement, description, and documentation. Students will have the opportunity to engage with members of the surrounding community and visit the LGBTQ+ Collection at the Jean Byers Sampson Center for Diversity in Maine at University of Southern Maine. The course culminates with a self-designed public facing project, geared towards, and available to the general public, that synthesizes technical skills, historical knowledge, and research methods into new knowledge.

Evaluation will be based on class participation, responses to assigned readings, and projects.

Level: Introductory. Prerequisites: None. Class limit: 15.  Lab fee: $20. Meets the following degree requirements: None."
SP-24,"Pike, Ross",AD,1075,I,Graphic Design Studio 1/ Visual Communication,,TRUE,85,1,"Visual communication is one of the most pervasive means of communication between humans. Graphic design, in the realm of visual communication, is a process used to effectively convey ideas and information visually through print, electronic media, products in the marketplace, and structural elements in the built environment. Its application may be promotional, editorial, informational,
expositional or investigational. It may cater to, or critique, - commercialism, colonialism,
capitalism, and advertising – or alternately be used to organize information and visualize complex data, or concepts. Is it possible to construct a visual message that will be received through the din and noise of our overstuffed media environment? Past other competing messages? What are some of the contemporary issues surrounding design and the roles and responsibilities of graphic designers in the workplace and in their communities?

In this introductory level studio course, you will become familiar with visual rhetoric and the basic elements, principles, and processes of graphic design that will help you to construct effective visual messages. You will work on a variety of conceptual visual communication projects in the realms of information design, editorial design, and promotional design. Lectures, demonstrations, assignments, critiques, historical teachings, and visiting professionals will offer a balanced framework for developing skills in creative perception, critical thinking and visual  communication. An emphasis is placed on these elements and evaluation will be weighted more heavily in these areas than technical expertise on the computer. However, you will be required to learn the basics of several computer graphic applications (Adobe Photoshop, Adobe Illustrator, and Figma) in order to complete coursework. You will receive basic instruction in these programs in class, but will be expected to attend scheduled lab times, and refer to online resources and guide books for specific tools and techniques that may be required to visualize your ideas. Tutorial times outside of class will be provided periodically throughout the term for additional technical instruction.

Level: Introductory. Prerequisites: None.  Class limit: 14. Lab fee: $85.  Meets the following degree requirements: None."
SP-24,"Rand, Kendra",HS,1094,I,Public Speaking Workshop,,TRUE,0,1,"Consider all the ways that public speaking could be a part of your academic and professional paths: presenting your research, sitting on a webinar panel, speaking up at ACM, advocating for an urgent cause or policy, preparing your senior project presentation, delivering a formal address at a special occasion, or even deciding to perform spoken word at an open-mic. This course will prepare you to thoughtfully analyze your audience, research and organize relevant information, and deliver the critically important, well-prepared presentation that you’re capable of.  Along the way we will be guided by, and critically analyze, three varied and sometimes contradictory premises: that it’s imperative to master the art of formal, standard presentation/speech delivery, that it’s equally important to respect and refine your own unique, authentic voice and speech communication style, and that important change happens when we both listen carefully and speak up loudly.  This class will be conducted as a workshop with an emphasis on students producing increasingly advanced speeches for public performance and/or consumption. Students will complete three graded, “formal” presentations  while also considering additional creative approaches and formats for  public communication.  Students will work with a variety of short texts and videos to generate new ideas and helpful public speaking habits.  The real benefits of this course come from the positive, supportive, environment in which students can practice new public speaking skills and learn from each other.  This class emphasizes a fun, dynamic, “hands-on” approach to constructing speeches.  Students who feel that they are less proficient in the area of public communication should not be worried that this would somehow disadvantage them in terms of their overall evaluation.  All students, regardless of their levels of comfort, experience, or and English-proficiency are encouraged to consider this course.  This workshop is designed to help you improve your public presentation skills regardless of whether you are a complete novice to public speaking, or already have many years of practice. Your final evaluation for the course will be based on your engagement with the process, not on some objective standard of who gave the best speeches. 

Level: Introductory.  Prerequisites: None.  Class limit: 14.  Lab fee: None. Meets the following degree requirements: None."
SP-24,"Robbins, Dani",AD,3087,M,Dance Improvisation Ensemble,,TRUE,30,1,"In this intermediate-level dance course, we will work as an ensemble of movers to build improvisational scores, deepen our sense of listening, and think critically about improvisation as a practice of choice-making, communication, and resilience. Each class session will take the form of an ensemble rehearsal, beginning with a gentle warm-up that drops dancers into their sensory awareness. Once we are prepared to move safely, we will experiment with scores and prompts that generate movement and debrief our experiences through writing, drawing, and discussion. Opportunities will be provided to explore more specific microcosms of dance improvisation including musical collaborations, Contact Improvisation, and Emergent Improvisation. Short readings and video screenings will complement our embodied learning. We will develop an evening-length performance as our final project, to be performed on campus and at local schools. Students will be assessed based on attendance, participation in discussions, presence in rehearsals, and participation in our final performance. 

Level: Intermediate. Prerequisites: Prior theater and/or dance coursework is strongly encourage but not required.  Class limit: 10.  Lab fee: $30.  Meets the following degree requirements: None."
SP-24,"Rock, Jennifer",HS,3118,M,Communicating Science,W,TRUE,0,1,"This course is designed for science students developing their professional communication  skills. It will improve the students' writing ability by introducing them to writing for the scientific community and for the lay public. The course involves understanding the protocols for writing a scientific paper based on lab or field data, including learning to write an abstract and literature review. Students will also learn and apply visual and oral communication skills to construct and present a scientific poster. In addition to working with the instructor and in-class peer reviews, students will work on the content of their writing and grammar with writing tutors.

Level: Intermediate. Prerequisite: None. Class Limit: 12. Lab fee: None. Meets the following degree requirements: W."
SP-24,"Sebastian, Neeraj",AD,1071,I,Fundamentals of Painting,ADS,TRUE,120,1,"In this course, students will be introduced to the basic aspects involved in the process of translating what they are observing in space onto two-dimensional surfaces in oil paint. Students will be introduced to the basics of color theory, mixing and matching colors, and also explore how color can change depending on context. Through the assignments we will investigate how form, volume, space and light can be captured in paint. Students will learn how to build their own frames and stretch and prepare canvases for painting and develop a studio practice, which includes cleaning and maintenance of brushes, the palette and other tools. A broad range of ideas and concerns in painting throughout history, from various parts of the world will be introduced in the class. In the last part of the term, different aspects of composition will be discussed: the way colors and shapes can work together to create an integrated image. Assignments will include quick paintings as well as paintings that are made over the course of multiple class sessions. The assignments over the course of the term will build students’ confidence in translating what’s in front of them, which makes the task of taking on the images in their heads, the images they are interested in, less daunting.
Students will learn how to look at and analyze their peers’ work and provide them with constructive feedback during critiques. Previous drawing experience at high school or college level is strongly recommended. Evaluation will be based on how the specific criteria set for each assignment are met, participation and engagement during critiques, and receptivity to feedback.

Level: Introductory. Prerequisite: None, but previous drawing experience at high school or college level is strongly recommended. Class limit: 12. Lab fee: $120. Meets the following degree requirements: ADS."
SP-24,"Sebastian, Neeraj",AD,3086,M,Intermediate Drawing,ADS,TRUE,115,1,"This is a studio course which builds on foundational drawing skills. Students will work with dry and wet media; there will be an emphasis on composition; and students will be asked to synthesize different kinds of spaces in single pieces. The assignments in the beginning of the term are designed to reiterate foundational drawing skills such as sighting and measuring and articulating a broad range of values in charcoal. Students will then work with ink and consider different ways of representing three-dimensional forms and spaces on paper and work at a large scale. The last part of the term will focus on color: students will work with pastels. We will work with a model and draw the figure in charcoal and in color. The translation of light and shadow and the integration of the figure into the environment will be emphasized. Evaluation will be based on the completion of exercises and assignments in a way that demonstrates an understanding of the concepts and ideas introduced in the class, engagement with course materials, participation in discussions and critiques, and the ability to respond to feedback in one’s work.

Level: Intermediate. Prerequisites: Previous drawing experience.  Class limit: 12.  Lab fee: $115.  Meets the following degree requirements: ADS."
SP-24,"Shaw, Matthew",AD,4023,MA,Advanced Documentary Studio,,TRUE,50,1,"In this advanced workshop students create an original documentary project in video (or photography, sound, or web-based formats with permission of instructor). Creative originality will be stressed with exercises focused on bringing students through the process of creating an independent documentary from grant writing to distribution. Weekly screenings of work by contemporary and vanguard filmmakers will stress artistic experimentation as well as encourage various ways of seeing and listening. Students will refine skills in research, fieldwork, collaboration, interviewing, recording, editing, and production management. Evaluation will be based on the creation of one documentary piece completed over the term, with supporting production assignments. The class culminates with a public screening of students’ work.

Level: Intermediate/Advanced. Prerequisites: Previous coursework with the instructor or other filmmaking, photography, and audio courses at the college level. Class limit: 10. Lab fee: $50. Meets the following degree requirements: None."
SP-24,"Swann, Scott",ES,1016,I,Ornithology,ES,TRUE,75,1,"The study of ornithology is as old as human society itself.  Birds are particularly conspicuous elements of our world, and figure prominently in our art, religious symbolism, mythology, scientific endeavors and even sport.  Birds appear in European paleolithic cave paintings from 14,000 years ago, domesticated fowl are known from India circa 3000 BC, and ancient scholars such as Aristotle and Pliny the Elder devoted considerable time to ornithological observations.  In this century great strides have been made in the study of population biology and ecology, navigation and migration, and human induced ecological change (sometimes called human ecology), all through the study of birds. This class introduces the student to the ornithological world by using both scientific literature and direct field observation.  Systematics and physiology will be reviewed, but much of our effort will concentrate on reproductive ecology, behavior and the environment, and population dynamics.  There will be a strong emphasis on field observation - learning how to look at birds and their behavior in order to perhaps make larger observations about their environment.

Level: Introductory.  Prerequisites: None.  Class limit: 12. Lab fee: $75. Meets the following degree requirements: ES"
SP-24,"Tai, Bonnie",ED,5018,A,Tutorial: Qualitative Program Evaluation Methods,,TRUE,30,1,"Educational programs strive to improve access, conditions, and quality of education for a variety of individuals, groups, and communities.  Not-for-profit organizations and educational institutions target a variety of objectives, not limited to the following: Broaden access to early childhood education; strengthen health and nutrition education; prevent school violence; foster youth empowerment and resilience; support and advocate for LGBTQI students; promote adult literacy; raise awareness of domestic violence; facilitate integration of immigrants and language minorities; provide resources and assistance for migrant workers and their families; innovate museum-based art education; integrate garden- or farm-based education; individualize teacher education; collaborate with schools for leadership development.  This course pivots around the central questions: How do we know that a program is achieving its intended outcomes?  What processes facilitate or impede the program’s objectives? Students will learn the principles and practices of qualitative research methods to determine whether and how well an educational program accomplishes its mission through collaborating on the evaluation of a regional education project. The major objective of the course is to develop skills in document analysis, participant-observation, questionnaire design, interviewing, and qualitative data analysis. Students will work closely and extensively (over the course of two months) with an existing program and undertake all phases of a program evaluation: planning, data collection, data analysis, and reporting.  Evaluation will be based on class participation, four analytic memos, an oral presentation on a program evaluation design for an individual project, and a co-authored draft report of a program evaluation.  

Level: Advanced. Prerequisites: Prior coursework in education, ethnography, or statistics is recommended. Class limit: 5.  Lab fee: $30. Meets the following degree requirements: None."
SP-24,"Tai, Bonnie",ED,5010,A,Curriculum Design and Assessment,HS ED,TRUE,0,1,"Human ecologists who educate, embrace not only the interdisciplinarity of knowledge, but also the complexity of individual student development in political school environments.  This course focuses on two essential nuts and bolts of teaching: curriculum design and assessment.  How can a teacher learn what students know, how they think, and what they have learned?  How can a teacher use this knowledge of students and subject matter to plan learning experiences that will engage diverse interests, adapt to a wide range of learning styles and preferences, accommodate exceptional needs, and meet state-mandated curriculum standards?  This course is a required course for prospective secondary school teachers that provides an introduction to the backward design process and diverse assessment strategies.  Students will engage in examining theory and practice designing and implementing curricula and assessments. A service-learning component will provide students with the opportunity to observe and participate in a variety of assessment methods in the subject they aim to teach.  The final project will be a collaboratively designed, integrated curriculum unit, including lesson plans and assessments.   Evaluation will be based on participation, reflective writing, individually designed lesson plans and assessments, and the final project.

Level: Advanced. Prerequisite: Supporting Students with Disabilities in the Regular Classroom. Class Limit: 12. Lab Fee: None. Meets the following degree requirements: HS ED"
