,tweet,Primary Emotion
7950,Granite State Native Americans Stand in Solidarity Against Pipeline https://t.co/QYQqtfzr9w #NoDAPL #MniWiconi #tribalsovereignty #Standup,fear
7951,"@motleyspice We should just agree to disagree. I believe in clean streams/rivers, #NoDAPL @noaa and such.
So, no, I Don't know he's Right 🇺🇸",fear
7952,Nature is Being Renamed ‘Natural Capital’ – But is it Really the Planet that Will Profit? https://t.co/RYONhXlIWD #NoDAPL,fear
7953,"American Cloaca: At Standing Rock, Part 5 | The Education of Oronte Churm https://t.co/zs47Hr2i1x #NoDAPL #MniWiconi #tribalsovereignty",fear
7954,"The big, nearly 200-year-old legal issue at the heart of the Dakota Access pipeline fight https://t.co/qLBEeu8udU via @voxdotcom #NoDAPL",fear
7955,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/AKJt3mHgmW @moveon,fear
7956,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/xR1rMvb26I @moveon,fear
7957,I love Bernie Sanders #MedicareForAll #AllInwithBernie #notmeus #RESISTANCE #NoDAPL #JusticeDemocrats,anger
7958,Just incase the reason why thousands of Native Americans are in DC protesting has slipped your mind #NoDAPL https://t.co/CoP5EgcI2y,anger
7959,#NoDAPL in DC protesting ongoing threat to #indigenous rights to sacred lands and resources https://t.co/SifJ1Jzrcm,fear
7960,G'night Twitter. The news is draining.  Hoping I'll be back in the fight tomorrow.  #resist #persist #NoDAPL #midterms2018 #LoveTrumpsHate,anger
7961,Native American History Including Standing Rock 2016 https://t.co/x2psTARDhj @WesClarkjr @leecamp #NoDAPL #TYTlive #MniWiconi,fear
7962,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/ssdj01utPa @moveon,fear
7963,"@lorenkschofield @JessicaErinW @JLDAS_72195 also yeah, #nodapl",joy
7964,@lorenkschofield @JessicaErinW @JLDAS_72195 where did the #nodapl thing come from? https://t.co/jCWSxWIXsd,fear
7965,Meet the youth at the heart of the Standing Rock protests against the Da... https://t.co/rYX95R723O via @YouTube #trump betrayal #NoDAPL,fear
7966,"#Whatcom Sheriff Bill Elfo withdraws search warrant for #NoDAPL Facebook page after ACLU challenge, @AP reports https://t.co/zAPGottj1n",fear
7967,"MUST READ: @ACLU stands w/ #StandingRock protectors. ACLU's Stephen Pevar writes ""Oil and Water Don't Mix."" #NoDAPL https://t.co/ao2nVo6XlD",fear
7968,11/20 #NoDAPL 26 hospitalized #WaterProtectors ....and then they fight you and then you win,fear
7969,"As we try 2 bring awareness &amp; sum1 has 2 make jokes bout ""running over"" peaceful Native American protesters. #SMFH #KatieFrates #NoDAPL https://t.co/3WAwwPbaJb",fear
7970,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/AD7S8FiWUP @moveon,fear
7971,“@FNXTV: #NoDAPL event at Pechanga https://t.co/hFXTtqDYqi” #NoDAPL #WaterProtectors,fear
7972,@CNN #EVIL as can be w/ 4 famines at moment #Trump administration cutting #UN no way they believe in G-d #NoDAPL #unicef #waterissacred,fear
7973,Seattle declines to end Wells Fargo banking contract now https://t.co/CbCx1e89C4 #NoDAPL #StandingRock #WaterIsLife,fear
7974,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/C811UyejwL @moveon,fear
7975,So yeah I AM microwaving popcorn and it's Lakota brand just to f*** with whoever's watching. #NoDAPL,anger
7976,@ProgRebel @PopSci NOPE. The NoDAPL folks only succeeded in trashing Standing Rock and leaving raw sewage behind.,anger
7977,"#WaterisLife w/wind no need for oil, no need for black snakes, no need for bloodsucking evil greedmongers killing our home planet #NODAPL https://t.co/W8SxqFP85C",anger
7978,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/c6egQpvKkb @moveon,fear
7979,WSF: Another Lie is Possible 403 #NoDAPL,fear
7980,".@ProlificRapper &amp; @atribecalledred collaboration ""Black Snakes."" ""Stand up for ur mother w #StandingRock."" #NoDAPL
https://t.co/00YU0nITCg",fear
7981,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/JEkGkhIDtJ @moveon,fear
7982,@theonlyadult Also if Obama was a kind man he would have respected the land and water rights of the @StandingRockST #NoDAPL,joy
7983,"NoDAPL: Huge teepees set up outside White House to Protest Against Trump, DAPL https://t.co/K4l4fsCjN2",anger
7984,"Standing Rock Shows Our ""Republic Is Under Attack"" https://t.co/kCqU5QMJvl  #NoDAPL #TYTlive #MniWiconi",fear
7985,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/KZa1YrFmfT @moveon,fear
7986,Have you heard ‘DJ SNAKE’ by Deniise Ogleby NODAPL A Native always on #SoundCloud? #np https://t.co/sbpZCVPBMZ,sadness
7987,#NoDAPL event at Pechanga https://t.co/3SUamM3ykH,joy
7988,DAPL's Government Welfare Is NAUSEATING https://t.co/AIPYOne47q @leecamp  #NoDAPL #TYTlive #MniWiconi,fear
7989,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/mE2u9i9Tis @moveon,fear
7990,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/CqVcWXd0St @moveon,fear
7991,#Fint #StandingRock #WaterIsLife @BNPPARIBASOPEN supports the Dakota Access Pipeline #NoDAPL https://t.co/FhQMCWaou0,fear
7992,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/2fxpg06cGK @moveon,fear
7993,@OurStandingRock @AmericanIndian8 @marwilliamson #NoDAPL #WaterIsLife #shame @PeaceAlliance The healing of shame https://t.co/JmS4si2ECt,fear
7994,"Hi Everyone! We are seeking funding for our next batch of murals, including a #StandingRock #NoDaPL Mural, more... https://t.co/OpJycxLYkk",fear
7995,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/DbPT23myDh @moveon,fear
7996,#Japanese protesters demand mega-banks #end funding for #Dakota pipeline project | The Japan Times https://t.co/VTeHvYnt70 #NoDAPL https://t.co/MsjrChH3f6,anger
7997,your #MCM negotiates with the police during direct actions  #StandingRock #NODAPL,fear
7998,your #MCM sang love will find a way for 5 hours mindlessly #StandingRock #NODAPL,fear
7999,your #MCM wears a balaclava because his face is cold not cuz hes down for the cause  #StandingRock #NODAPL,fear
8000,"your #MCM pushed you at the riot pigs to save himself, you got arrested  #StandingRock #NODAPL",fear
8001,"your #MCM warrior in the sheets, informant in the streets #StandingRock #NODAPL",fear
8002,your #MCM never left the Casino lobby or Facebook hill #SelfieNation #StandingRock #NODAPL,fear
8003,"If @SteveKingIA wants a homogeneous society truly representing the US, then we should all have brown skin, black hair and dark eyes.#NoDAPL https://t.co/ldvwYhtp2u",fear
8004,Cops get warrant to search an anti-Dakota Access Pipeline Facebook page https://t.co/vshGSNdEcy #NoDAPL #StandingRock #WaterIsLife,fear
8005,Ahem: Jordan for the win.  Again. https://t.co/cjIoui6s2u @chrisbergPOVNOW @JordanChariton #NoDAPL,joy
8006,@Rosie @HuffPostImpact Co-ordination clarified...Let's get to it! #resist #persist for #humanity #NoBanNoWallNoRaids #LGBT #NoDAPL,anger
8007,Just got mine!  #fashion #ecofashion #NoDAPL #standingrock #NativeNationsRise https://t.co/yL9Hg9RcnX,fear
8008,2.4 MILLION lbs of trash hauled away in #NoDAPL Camp Cleanup https://t.co/wdO613gtpE,anger
8009,"""We really need to elevate this issue to the next degree."" @shailenewoodley  #NoDAPL https://t.co/hxmAFREMo6",fear
8010,Clicktivism is Ruining Leftist Activism 403 #NoDAPL,fear
8011,"""We haven’t lost…we have awakened."" https://t.co/8WzwjUT6NE #NoDAPL #NoKXL #StopKM https://t.co/GMvFdXb9Fx @shailenewoodley",fear
8012,Thousands of Native Americans took their #NODAPL fight to the White House. #NativeNationsRise https://t.co/nDcJocWwmx @shailenewoodley,fear
8013,"We're yrs late to March for Water Rights: #Flint #NoDAPL #BoycottNestle - all who need water to live - we must unite
#MniWiconi #WaterIsLife https://t.co/YuAzjmFohx",fear
8014,“Someone needs to explain to me why wanting clean drinking water makes you an activist” #NoDAPL  #WaterIsLife https://t.co/SxTomEOJnd,fear
8015,It IS illegal  #NoDAPL https://t.co/quT62Zxqs5,fear
8016,For How Long (#No DAPL)  || Spoken Word ||| Hassan Salamey https://t.co/OPaDphfeAL @leecamp  #NoDAPL #TYTlive #MniWiconi,fear
8017,The latest The Susan Le Clair Daily! https://t.co/cD23DJRciY Thanks to @Contessa_1212 @OptimysticRide @SoundHealth #nodapl #andreahylen,joy
8018,@SenSanders @barbfeldon1 As they've swept #Flint - Which could be fixed with the cash from under Trump + Tillerson's sofa cushions. #NoDAPL,fear
8019,@POTUS @WhiteHouse @VP making American WORSE than ever! #TrumpcareFAIL #NoBanNoWall #NoDAPL #ClimateChangeIsReal #ImmigrantsMakeAmericaGreat,fear
8020,#Veterans talk about the importance of Standing Rock and film https://t.co/Rd0yLJOHxh @leecamp  #NoDAPL #TYTlive #MniWiconi  @VeteransStand4,fear
8021,@VP @WhiteHouse So far only making it WORSE! #TrumpcareFAIL #NoBanNoWall #NoDAPL #StandWithPP #ClimateChangeIsReal #ImmigrantsWelcome #LGBTQ,fear
8022,Hundreds of Native Americans and activists protest against Dakota Access #pipeline outside White House https://t.co/OlE5sKhAE9 #nodapl #oil,anger
8023,Yakama Nation Chairman JoDe L. Goudy gives joint proclamation with Stand... https://t.co/zECxIonIJl @leecamp  #NoDAPL #TYTlive #MniWiconi,fear
8024,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/eKLUBoGnTy @moveon,fear
8025,"Dakota Struggle Moves To D.C.
https://t.co/XqnJmG2RfG
#Anonymous #NoDAPL #WaterIsLife #MniWiconi #Water #Life",fear
8026,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/lknMezhqOH @moveon#,fear
8027,Standing Rock explains Treaty Land - Manape Lamere https://t.co/Dwx0xhyMmX @leecamp  #NoDAPL #TYTlive #MniWiconi,fear
8028,Follow @VeteransStand4 join https://t.co/NARqjG4iJ8 @leecamp  #NoDAPL #TYTlive #MniWiconi,fear
8029,"NO DAPL Protesters TAKE The Fight To The White House
https://t.co/hjQfS4EHbL
#Anonymous #NoDAPL #WaterIsLife #MniWiconi #Water #Life",fear
8030,#Proper #Solid #BluePrint required for living a #dignified #Life. #NoDAPL #BertaCaceres #SheMultiplied #Gracias #MniWiconi https://t.co/69610hcyMI,anger
8031,"Native Nations STORM Front Of White House
https://t.co/iZKzZ9AzM0
#Anonymous #NoDAPL #WaterIsLife #MniWiconi #Water #Life",fear
8032,"US: DAPL protest inspires rallies against pipelines in other states
https://t.co/eeicBSrwD7
#Anonymous #NoDAPL #WaterIsLife",fear
8033,Oh gee but hey pillage land for more fracking &amp; oil 🙄 @JordanChariton @joshfoxfilm @People4Bernie @MarkRuffalo @SaveMain_St #NoDAPL https://t.co/KgPbbZ2S3D,fear
8034,"Standing Rock explains Treaty Land - Manape Lamere
https://t.co/VjgcjKOR6C
#Anonymous #NoDAPL #WaterIsLife #MniWiconi #Water #Life",fear
8035,"Microplastics entering the food chain
https://t.co/qosS6iCJAX
 #Anonymous #NoDAPL #WaterIsLife #MniWiconi #Water #Life",fear
8036,Cornel West interview at Standing Rock https://t.co/4JSvguiJkV via @YouTube @leecamp  #NoDAPL #TYTlive #MniWiconi,fear
8037,7th Generation is Taking Over Time Square. https://t.co/Am3S2H84W5 @leecamp  #NoDAPL #TYTlive #MniWiconi,fear
8038,Got an idea for a protest flag? Let us know! #Resist #ResistFlag #ProtestFlags #LoveIsLove #LoveWins #WaterIsLife #NoDAPL https://t.co/ZiiiPCN9p5,anger
8039,@JCINVAB @NahBabyNah @NoDAPL - the dogs have hypothermia and ingrown nails! This is awful!,fear
8040,PE2.0: Water Protectors [OFFICIAL] https://t.co/PLw2vHganL @leecamp  #NoDAPL #TYTlive #MniWiconi,fear
8041,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/gfX7KsMGhs @moveon,fear
8042,"Livestream from the #NoDAPL  disruption at Style Fashion Week LA. 💪😄💖🔥go to https://t.co/WXzMKwS7V4 to 
#BankExit https://t.co/Dz6PMhSewc",fear
8043,"Tillerson Used Alias Email for Climate Messages, NY Says #nodapl #standingrock #nostpl #stopsabaltrail https://t.co/eFZ9BoIQRU via @markets",fear
8044,@jpnKevin_T no - and that is why we have #NoDAPL and the fiasco at Standing Rock,fear
8045,Water Protectors barred from entering the National Museum of the American Indian https://t.co/rSQnv7ONeB #NoDAPL #StandingRock #WaterIsLife,fear
8046,@JCINVAB @NahBabyNah @NoDAPL - didn't they move their camp to Washington?,fear
8047,Keystone XL: The Art of NGO Discourse - Part IV | Buffett Acquires the Non-Profit Industrial Complex 403 #NoDAPL,fear
8048,@JCINVAB @NahBabyNah @NoDAPL - I didn't hear abt that! I did hear there was tons of human feces left behind! Dreadful!,fear
8049,Foundation Funding: Tightening the Bonds of Our Own Oppression 403 #NoDAPL,fear
8050,#waterprotectors WAKE UP THE WORLD TOUR: Voices of Water coming to a city near you #wakeuptheworldtour #MniWiconi #waterislife #NoDAPL https://t.co/2ko2kKOcaJ,fear
8051,@JCINVAB @NahBabyNah @NoDAPL - what a disgrace! The taxpayers have 2 pick up the tab!,sadness
8052,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/1uiyJ9AqDa @moveon,fear
8053,@CoastProtectors I salute the ~ Water Protectors ~ https://t.co/RE48Y4aG4B #WaterIsLife #Water #StopKM #NoKXL #NoDAPL #NoEnergyEast #CdnPoli,fear
8054,https://t.co/C790dejLgC Elder on MSNBC #NoDAPL,fear
8055,"Yeah i am a savage 🖕 
#NoDAPL",anger
8056,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/EIGuZQx3MS @moveon,fear
8057,Leaving @BankofAmerica ! Can't wait for my debit cards to arrive so I can CLOSE THAT ACCOUNT! #nodapl #grabyourwallet #injusticeboycott https://t.co/JRYoFTo6EK,anger
8058,#AllInwithBernie #sorrynotsorry but Trump voters earned LAST PLACE IN LINE for sympathy/relief from his policies #NoBanNoWallNoRaids #NoDAPL,sadness
8059,And isn't Energy Transfer Partners the Dakota Access Pipeline co.? Wow! Paul Ryan runs with a sketchy crowd. #NoDAPL #TrumpLeaks https://t.co/10rYIqD8hk,fear
8060,1492: the year Native Americans discovered Columbus lost at sea #NoDAPL #WaterIsLife #StandWithStandingRock,fear
8061,#ProvidenceDivest had a good showing at tonight's ordinance committee meeting even though we weren't on the agenda @NoDAPLforRI #NoDAPL,fear
8062,Trump Gets a Message From ADORABLE Child #WaterProtector https://t.co/cwxxyQFrWJ @WesClarkjr @leecamp  #NoDAPL #TYTlive #MniWiconi,fear
8063,I love New York so much. One minute I'm going into the Hersheys store and the next I'm joining a #NoDAPL protest,anger
8064,@LondonBreed @MarkFarrellSF @MaliaCohen will u be voting in FAVOR of #NoDAPL investment resolution on 3.14? #SFNextToDivest #DeFundDAPL,fear
8065,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/e12tVsX1P9 @moveon,fear
8066,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/e5xXEe3l1Y @moveon,fear
8067,"The Illegitimacy of Violence, the Violence of Legitimacy 403 #NoDAPL",fear
8068,The latest The Faves Daily! https://t.co/ZUpkrvvcpX #nodapl,joy
8069,"FYI The Standing Rock #NoDAPL Is Still In Appeals Court.
No Oil Has Gone Through Energy Transfer DAPL At This Time.
#StandWithStandingRock https://t.co/CNKKnXG5Jk",fear
8070,"Yes, you do rise, you are loved too! #friend2indigenous #nodapl https://t.co/Ex1yj4dCMj",joy
8071,@allinwithchris #sorrynotsorry but Trump voters earned LAST PLACE IN LINE for sympathy/relief from his policies #NoBanNoWallNoRaids #NoDAPL,sadness
8072,DC Native museum forces women to take off water protector flags #NoDAPL https://t.co/em1TSUYM98 https://t.co/HeHoC628wQ,fear
8073,"@realDonaldTrump I 2ND the motion to RAM these oil pipelines through your golf courses and ""sacred"" properties #NODAPL ALL IN FAVOR SAY ""I"" https://t.co/pYUkl9cHws",anger
8074,"f*^ked up as it gets - Tillerson #nodapl no #EPA pollute r waters/air eliminate evidenced #climatechange, unfund nt'l parks &amp; sell the land https://t.co/7UnDUOQ4CU",fear
8075,#NoDAPL Camp Cleanup Is Completed After an Estimated 2.4 Million Pounds of Trash Is Hauled Away - Say Anything https://t.co/RdzNYt3gcQ,anger
8076,Native Americans march to the White House in spiritual battle against pipeline | National Catholic Reporter #NoDAPL https://t.co/kYaXAmP7mD,fear
8077,#Alaska #pipeline leak may have started in #December - #NoDAPL #Poor #Planet  https://t.co/mHtukrIsCS,fear
8078,@humane_mushing @cbcyukonquest @WellsFargo Just another reason NOT to do business with Wells Fargo! #OpIditarod #NoDAPL #NoMushing,anger
8079,Nothing to see here @realDonaldTrump just fracking methane that caused an EXPLOSION and SEVERELY BURNED a family of 4.. #NODAPL #waterislife https://t.co/RJxga1EYQs,fear
8080,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/bZJDbYrl2p @moveon,fear
8081,“Someone needs to explain to me why wanting clean drinking water makes you an activist” @WinonaLaduke #cdnpoli #NoDAPL #NoKXL #WaterIsLife https://t.co/ar5OhPsUir,fear
8082,@realDonaldTrump @MayorBowser Everyone will be safe when you are impeached! #TheResistance #resist #notmypresident #impeach #NoDAPL,fear
8083,#NoDAPL Movements Takes to the Streets of Washington DC #NativeNationsMarch https://t.co/jt336WHV4K,fear
8084,News from ND re the final stages of clean up at #NoDAPL camp. https://t.co/p0jgO2T3fp,fear
8085,Tribes ask judge to stop Dakota Access oil from flowing - #NoDAPL  https://t.co/2WSmfYnDG2,fear
8086,Largest march for native rights in DC ignored by the White House and mainstream media https://t.co/rOAUu7UE04 #NoDAPL #IndigenousRising,fear
8087,#NoDAPL: #Police in Wash. State Win #Warrant to Search Content of Protest #Facebook Page https://t.co/HbVojeE9Aa,fear
8088,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/OLpBp7hl3m @moveon,fear
8089,"Sheriff's Dept. wants to search a #NoDAPL Facebook page
https://t.co/G7939a4EV8 #enviropolitics #pipeline #ACLU #StandingRock",fear
8090,"Standing Rock activists just released their first, brutally effective #NoDAPL TV ad https://t.co/v4N6F9gnRZ via @fusion",anger
8091,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/IMCwbOGTcm @moveon,fear
8092,"Filipinos in Oakland protest #DAPL construction, citing environmental issues #NoDAPL - https://t.co/pRtqkfidmZ https://t.co/Kt0Yxtaedm",anger
8093,"Communication to TckTckTck Partner: https://t.co/LG72mRfxEC - Feb. 21st, 2010 403 #NoDAPL",neutral
8094,"'We Exist, We Resist, We Rise': Thousands March for Native Nations - https://t.co/GD0BMXoOUE #NoDAPL #RESISTANCE #wiunion #wipolitics #MKE",anger
8095,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/oOFODL7s0k @moveon,fear
8096,"#AudreyHepburn #SheSaid ""Water is life and clean water is health."" #NoDAPL",fear
8097,#noDAPL&gt; Is Russian Steel Being Imported for the Keystone XL Pipeline? https://t.co/3eAtEwOKoT #HeBarteredThatDeal #Trump,fear
8098,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/QTHuCpgyzX @moveon,fear
8099,hunkers. The Rise https://t.co/ysr2jmidVf #OWS @TrumpIsCrooked #NoDAPL @Rosie @ClementsJeff @RBReich @USMCLiberal @iamdespicable1 @occupy,fear
8100,And I ask why #CNN was not reporting when sacred lands of my people were being desecrated by greed?  #NativeNationsRise  #NoDAPL https://t.co/Vr7qR73fJw,fear
8101,"@realDonaldTrump #SoCalledPresident #notmypresident b/c : #NoDAPL #NoKXL, #Racist #Bannon ,#healthcare epic fail,#sexualassault,#russiagate",fear
8102,Mayor Eric Garcetti: #LosAngeles Divest from #noDAPL #DivestLA - Sign the Petition! https://t.co/WzQGrhJkLh via @Change,fear
8103,"#MortonCountyPropaganda exposed. #mniwiconi #NoDAPL 
Oceti Sakowin site was not disaster https://t.co/Vnvvwh3OKU via @bistrib",fear
8104,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/qbPvGLtqqE @moveon,fear
8105,Defend the Sacred Standing Rock #NoDAPL T-shirt Please support #StandingRock https://t.co/B5eaouQoqV https://t.co/gARLtubyBD,fear
8106,Defend the Sacred Standing Rock #NoDAPL T-shirt Please support #StandingRock https://t.co/UZmKLu16fr https://t.co/cBwZLf1F2F,fear
8107,Defend the Sacred Standing Rock #NoDAPL T-shirt Please support #StandingRock https://t.co/GTlzu2ptgX https://t.co/kQ8z0gJxSm,fear
8108,Defend the Sacred Standing Rock #NoDAPL T-shirt Please support #StandingRock https://t.co/LG0atQEzvB https://t.co/RExBOi2qye,fear
8109,Interactive Time-Lapse Map Shows How the U.S. Took More Than 1.5 Billion Acres From Native Americans https://t.co/qyDGrdm4aB #NoDAPL #NoKXL,fear
8110,"#NativeNationsRise March: A Powerful, Emotional Uprising for #Indigenous Rights  https://t.co/7dQDXdUjhy via @IndianCountry #NoDAPL",fear
8111,"Police win warrant to search Dakota Access Pipeline protest Facebook page
https://t.co/NRS2gN1uBw
#NoDAPL 
~ Ⓥ",fear
8112,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/kvxVEvBFwQ @moveon,fear
8113,"Retweeted Nekima Levy-Pounds (@nvlevy):

Friends, This is powerful! #NoDapl https://t.co/Wket8KuqjU https://t.co/BER3MrPMXE",joy
8114,This goes across party lines. We all drink the water and breath the same air. Pure corporate greed interests above all else. #NoDAPL https://t.co/fmYABWvnql,anger
8115,"How we treat the earth affects all people &amp; how we treat one another, is reflected in how we treat the earth #NoDAPL https://t.co/dOl1G5bNPp",fear
8116,@BofAML Divest from DAPL #NODAPL,fear
8117,Fascism will soon be on our doorstep if you don’t act immediately: Yale historian https://t.co/Mxejkm1b3R IN #NorthDakota #NoDAPL @leecamp,anger
8118,Largest march for native rights in DC ignored by the White House and mainstream media https://t.co/102DxOx9cR #NoDAPL #StandingRock #Water…,fear
8119,@POTUS @realDonaldTrump it's not fair 2business? America is NOT a business &amp; can't b run as such! The Earth is also NOT a business #NoDAPL,fear
8120,"Follow the money
#NoDAPL #NoKXL #WaterProtectors https://t.co/vdjbq3JJ6y",fear
8121,"💥Resolution 3017 Giving State control over Reservations in North Dakota 
#HonorTheTreaties #NoDAPL #StandingRock
https://t.co/sm2gLjG04V",fear
8122,"...want peace, work for justice @VFPNational #NoDAPL https://t.co/dOhRBw4RrT",fear
8123,Still not Free #NoDAPL #WaterIsLife #IStandwithStandingRock https://t.co/c5zFzR6BDY,fear
8124,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/ndz39QU2Xh @moveon,fear
8125,@Aurelius3395 @KimWeaverIA trumps the king asshole currently ignoring the nodapl protests https://t.co/KCU7SNmf03,anger
8126,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/Ek9jgvCJGN @moveon,fear
8127,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/NvX12O7yEw @moveon,fear
8128,#NoDaPl Interactive Time-Lapse Map Shows How the US Took More Than 1.5Billion Acres From Native Americans https://t.co/8ubpUqQXDN via @slate,surprise
8129,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/IpzcFHpTVn @moveon,fear
8130,Interactive Time-Lapse Map Shows How the U.S. Took More Than 1.5 Billion Acres From Native Americans https://t.co/ktWCgMR0OT #NoDAPL #NoKXL https://t.co/RCPEqHgkPp,fear
8131,"@ndgov @DougBurgum Continue 2 ruin ND 4 #Oil $   #NoDAPL
Drilling at Van Hook rec site to start in May https://t.co/E6nlb9haJA via @bistrib",fear
8132,#NativeNationsRise for #NODAPL 👏🏽@TulsiGabbard on roots of American democracy 👏🏽 https://t.co/jBfJMe37hf,fear
8133,#NoDAPL in Times Square #NativeNationsRise https://t.co/aT7Cc2bl2f,fear
8134,"Well there is no US steal for DAPL um, that'd be Russian Steal! #TrumpRussiaCollision #treason #RESISTANCE  #NoWallNoBanNoRaids #NoDAPL https://t.co/FPmdiGKkyH",fear
8135,"Ninety-eight percent of the earth is salt water, when the other two percent is contaminated we all die.  #NativeNationsRise  #NoDAPL https://t.co/FGnnKNm5CG",fear
8136,"WATCH: Gaddafi - Distinguished Guest of Columbia University, USA, 2006 403 #NoDAPL",joy
8137,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL https://t.co/XzlrK0P9Qq @moveon,fear
8138,Here's hoping @SenSanders has a mini @SusanSarandon &amp; mini @joshfoxfilm &amp; #NoDAPL in his pocket on @allinwithchris we've had it with the 🐂💩 https://t.co/PFcd7sdZyO,fear
8139,Awesome news!  #NoDAPL #DeFundDAPL #Divest https://t.co/71spIzAil9,joy
8140,7th Generation is Taking Over Time Square. #Standup #NoDAPL #blacksnakekillaz https://t.co/Zsd1rCls1G,fear
8141,"@thehill This is why Obama didn't do a damn thing about DAPL for the longest time - Warren Buffett has investments in it.
#NoDAPL",anger
8142,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL... https://t.co/qWXO6EwtqB,fear
8143,Congress: Require Trump to prove he has no Dakota Access Pipeline conflicts of interest: #NoDAPL... https://t.co/7HeAyS2egd,fear
8144,"When we reclaim our lands by any means necessary - then you will pay attention. ""First Nations Rights"" violently abused by #Trump #noDAPL",fear
8145,"YAAASSSS! &amp; that's not just an opinion #IStandwithStandingRock #StandingRock #NoDAPL #DAPL #pipelines @JustinTrudeau #cdnpoli
Iconic photos https://t.co/tDFTyTPgct",fear
8146,Candlelight vigil in Knoxville calls attention to environmental concerns #climatechange #nodapl https://t.co/lm02dW5IK0,fear
8147,"@Mdewakanton In their defense, they did successfully elect @realDonaldTrump @kochbros @GoldmanSachs @LockheedMartin @exxonmobil (#NoDAPL) 🇺🇸",fear
8148,"""@NatObserver:The winds of resistance are spreading across Turtle Island https://t.co/EhcY5gJTNf #StandingRock #DakotaAccessPipeline #NoDAPL",fear
8149,Why can Bismarck have clean &amp; safe water but not Standing Rock? #NoDAPL https://t.co/1kBH1PexDf,fear
8150,Options dwindling for tribes as Dakota Access prepares to put oil in pipeline next week #NativeNationsRise #NoDAPL https://t.co/cGtas9PZ1f https://t.co/ww5shqsg30,fear
8151,"NO we will NOT negotiate our principals
@DNC marginalize us at your peril 
U Nolonger represent our values @SocialDemsUSA @RESIST #NoDAPL https://t.co/fj82tbQEs2",fear
8152,"Scotland Stands With @StandingRockST rally at the U.S. Consulate in Edinburgh, Scotland. 
#MniWiconi #NoDAPL #WaterIsLife #ReZpectOurWater https://t.co/2sL5NpglNm",fear
8153,Trump Gets a Message From ADORABLE Child Water Protector https://t.co/7xvx7wOOMA #NoDAPL @leecamp #MniWiconi,fear
8154,Beautiful. #MniWiconi #NoDAPL  #NativeNationsRise #StandWithStandingRock #Art #RoxAndGlitter #IndigenousWomenRising https://t.co/O0rs3GEU3U,fear
8155,Want to divest from #DAPL-invested banks? Credit unions &amp; community banks are the way to go #NoDAPL #MniWiconi @ExercisingDrunk https://t.co/APxk6X4xaF,fear
